domain,key_kind,key,member_kind,type_label,storage_types,q_counts,unique_value_count,example_q,example_storage,example_raw,example_display,example_norm,first_seen_date,last_seen_date,run_count,source_files
view_templates,param,p.Fields,,,None,missing=0;ok=0;unreadable=0;unsupported=2,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Filter,,,None,missing=0;ok=0;unreadable=0;unsupported=2,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Folder,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Formatting,,,None,missing=0;ok=0;unreadable=0;unsupported=2,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Lighting,,,None,missing=0;ok=0;unreadable=0;unsupported=43,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Model Display,,,None,missing=0;ok=0;unreadable=0;unsupported=43,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Orientation,,,Integer,missing=0;ok=33;unreadable=0;unsupported=0,0,ok,Integer,1,True North,1,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Parts Visibility,,,Integer,missing=0;ok=43;unreadable=0;unsupported=0,0,ok,Integer,1,Show Original,1,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Phase Filter,,,ElementId,missing=0;ok=53;unreadable=0;unsupported=0,0,ok,ElementId,1912,Show All,1912,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Photographic Exposure,,,None,missing=0;ok=0;unreadable=0;unsupported=43,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Project Identification,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Rendering Settings,,,None,missing=0;ok=0;unreadable=0;unsupported=1,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.SR View Calculation Settings,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Scale Value    1:,,,Integer,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,Integer,96,96,96,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Shadows,,,None,missing=0;ok=0;unreadable=0;unsupported=43,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sheet Discipline #,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sheet Series #,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Show Hidden Lines,,,Integer,missing=0;ok=43;unreadable=0;unsupported=0,0,ok,Integer,1,By Discipline,1,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sketchy Lines,,,None,missing=0;ok=0;unreadable=0;unsupported=43,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sorting/Grouping,,,None,missing=0;ok=0;unreadable=0;unsupported=2,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sub Discipline,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Sun Path,,,Integer,missing=0;ok=43;unreadable=0;unsupported=0,0,ok,Integer,0,No,0,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.System Color Schemes,,,None,missing=0;ok=0;unreadable=0;unsupported=28,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Underlay Orientation,,,Integer,missing=0;ok=33;unreadable=0;unsupported=0,0,ok,Integer,0,Look down,0,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.V/G Overrides Analytical Model,,,None,missing=0;ok=0;unreadable=0;unsupported=44,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.V/G Overrides Annotation,,,None,missing=0;ok=0;unreadable=0;unsupported=44,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.V/G Overrides Filters,,,None,missing=0;ok=0;unreadable=0;unsupported=44,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.V/G Overrides Import,,,None,missing=0;ok=0;unreadable=0;unsupported=44,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.V/G Overrides Model,,,None,missing=0;ok=0;unreadable=0;unsupported=44,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.VIEWS_Package,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.VIEWS_View Type,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Category,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Classification,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Group,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Range,,,None,missing=0;ok=0;unreadable=0;unsupported=33,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Scale,,,Integer,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,Integer,96," 1/8"" = 1'-0"" ",96,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Sheet Group,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Sub Cat,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Sub-Classification,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Sub-Discipline,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Subtype,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.View Type,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Vistas_Capitulo,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Vistas_Subcapítulo,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Visual Style,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,2,Hidden Line,2,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.WIP/PUBLISH/OLD,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.WW-ViewCategory,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.WW-ViewSubCategory,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
