domain,column,rows_in_domain,present_count,present_rate,non_null_count,null_count,resolution_rate,value_types,unique_value_count,unique_value_count_capped,example,revit_versions_seen,first_seen,last_seen,run_count,source_files
arrowheads,arrowhead.name,53,53,100.0%,53,0,100.0%,str,43,False,"Diagonal 1/16""",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,arrowhead.resolved,53,53,100.0%,53,0,100.0%,bool,1,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,arrowhead.type_id,53,53,100.0%,53,0,100.0%,int,50,False,185270,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,arrowhead.workset_id,53,53,100.0%,53,0,100.0%,int,1,False,32,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,arrowhead.workset_name,53,53,100.0%,53,0,100.0%,str,1,False,Arrowhead Styles,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,dim_type.id,53,53,100.0%,53,0,100.0%,int,50,False,16,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,dim_type.name,53,53,100.0%,53,0,100.0%,str,47,False,Ryan Linear,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,tick_param,53,53,100.0%,53,0,100.0%,dict,50,False,"{'display': 'Diagonal 1/16""', 'norm': 185270, 'q': 'ok', 'raw': 185270, 'storage': 'ElementId'}",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
arrowheads,tick_param.matched_name,53,53,100.0%,53,0,100.0%,str,1,False,Tick Mark,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,bip_label,18,18,100.0%,4,14,22.2%,NoneType;str,2,False,Family and Type,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,bip_name,18,18,100.0%,4,14,22.2%,NoneType;str,2,False,VIEW_TYPE,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,category,18,18,100.0%,18,0,100.0%,str,3,False,views,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,definition_built_in_parameter,18,18,100.0%,14,4,77.8%,NoneType;str,1,False,-1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,definition_name,18,18,100.0%,14,4,77.8%,NoneType;str,4,False,Discipline,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,depth,18,18,100.0%,18,0,100.0%,int,3,False,0,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,display_name,18,18,100.0%,18,0,100.0%,str,5,False,Family and Type,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,display_name_source,18,18,100.0%,18,0,100.0%,str,2,False,bip_label,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,eid_int,18,18,100.0%,18,0,100.0%,int,6,False,-1012106,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,folder_item_name,18,18,100.0%,18,0,100.0%,str,1,False,???,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,is_shared_param,18,18,100.0%,18,0,100.0%,bool,1,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,kind,18,18,100.0%,18,0,100.0%,str,3,False,builtin_parameter,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
browser_organization,skip,18,18,100.0%,18,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,ceiling_type.id,46,46,100.0%,46,0,100.0%,int,25,False,44798,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,ceiling_type.name,46,46,100.0%,46,0,100.0%,str,24,False,"Generic - 4""",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,ceiling_type.workset_id,46,46,100.0%,46,0,100.0%,int,2,False,53,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,ceiling_type.workset_name,46,46,100.0%,46,0,100.0%,str,2,False,Roof Soffit Settings,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.function,46,46,100.0%,46,0,100.0%,str,3,False,1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.index,46,46,100.0%,46,0,100.0%,int,2,False,0,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.is_structural_material,46,46,100.0%,46,0,100.0%,bool,2,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.is_variable_width,46,46,100.0%,46,0,100.0%,bool,1,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.material_id,46,46,100.0%,46,0,100.0%,int,21,False,-1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.material_name,46,46,100.0%,33,13,71.7%,NoneType;str,19,False,"MTL STUD-01_Non-structural metal framing - interior studs - non-load bearing, 20 ga._3 5/8in",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.material_resolved,46,46,100.0%,46,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
ceiling_types,layer.width_in,46,46,100.0%,46,0,100.0%,float,10,False,3.9999999999999996,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,arrowhead.name,13,13,100.0%,13,0,100.0%,str,10,False,"Diagonal 1/16""",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,arrowhead.resolved,13,13,100.0%,13,0,100.0%,bool,1,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,arrowhead.type_id,13,13,100.0%,13,0,100.0%,int,10,False,185270,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,dim_type.id,13,13,100.0%,13,0,100.0%,int,10,False,16,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,dim_type.name,13,13,100.0%,13,0,100.0%,str,11,False,Ryan Linear,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,dim_type.shape,13,13,100.0%,13,0,100.0%,str,3,False,Linear|0,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,dim_type.shape_family,13,13,100.0%,13,0,100.0%,str,3,False,linear,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,dim_type.shape_label,13,13,100.0%,13,0,100.0%,str,3,False,Linear,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,tick_param,13,13,100.0%,13,0,100.0%,dict,10,False,"{'display': 'Diagonal 1/16""', 'norm': 185270, 'q': 'ok', 'raw': 185270, 'storage': 'ElementId'}",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
dimension_types,tick_param.matched_name,13,13,100.0%,13,0,100.0%,str,1,False,Tick Mark,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,floor_type.id,54,54,100.0%,54,0,100.0%,int,42,False,117725,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,floor_type.name,54,54,100.0%,54,0,100.0%,str,43,False,"6"" Foundation Slab",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,floor_type.workset_id,54,54,100.0%,54,0,100.0%,int,2,False,84,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,floor_type.workset_name,54,54,100.0%,54,0,100.0%,str,2,False,Foundation Slab Types,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.function,54,54,100.0%,54,0,100.0%,str,5,False,1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.index,54,54,100.0%,54,0,100.0%,int,2,False,0,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.is_structural_material,54,54,100.0%,54,0,100.0%,bool,2,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.is_variable_width,54,54,100.0%,54,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.material_id,54,54,100.0%,54,0,100.0%,int,34,False,-1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.material_name,54,54,100.0%,49,5,90.7%,NoneType;str,33,False,Concrete - Post Tension Slab,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.material_resolved,54,54,100.0%,54,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
floor_types,layer.width_in,54,54,100.0%,54,0,100.0%,float,20,False,5.999999999999999,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
identity,project_info.element_id,3,3,100.0%,3,0,100.0%,int,2,False,76675,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
identity,project_info.name,3,3,100.0%,3,0,100.0%,str,3,False,FRIENDSHIP VILLAGE TEMPE - IL APARTMENTS,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
identity,project_info.workset_id,3,3,100.0%,3,0,100.0%,int,1,False,4,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
identity,project_info.workset_name,3,3,100.0%,3,0,100.0%,str,1,False,Project Info,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,linestyle.category_id,95,95,100.0%,95,0,100.0%,int,86,False,3157610,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,linestyle.graphics_style_type,95,95,100.0%,95,0,100.0%,str,1,False,Projection,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,linestyle.name,95,95,100.0%,95,0,100.0%,str,87,False,Grid Line,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,pattern.id,95,95,100.0%,95,0,100.0%,int,84,False,36793,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,pattern.name,95,95,100.0%,95,0,100.0%,str,73,False,"Center 3/8""",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,pattern.resolved,95,95,100.0%,95,0,100.0%,bool,1,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,pattern.workset_id,95,95,100.0%,95,0,100.0%,int,1,False,9,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_patterns,pattern.workset_name,95,95,100.0%,95,0,100.0%,str,1,False,Line Patterns,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_pattern.id,113,113,100.0%,113,0,100.0%,int,97,False,-3000010,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_pattern.name,113,113,100.0%,107,6,94.7%,NoneType;str,82,False,"Center 1/4""",2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_pattern.resolved,113,113,100.0%,113,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_style.id,113,113,100.0%,113,0,100.0%,int,97,False,17830,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_style.name,113,113,100.0%,113,0,100.0%,str,95,False,<Room Separation>,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_style.type,113,113,100.0%,113,0,100.0%,str,1,False,1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_style.workset_id,113,113,100.0%,113,0,100.0%,int,1,False,8,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
line_styles,line_style.workset_name,113,113,100.0%,113,0,100.0%,str,1,False,Line Styles,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
loaded_family_types,family_symbol.id,180,180,100.0%,180,0,100.0%,int,180,False,6850316,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
loaded_family_types,family_symbol.name,180,180,100.0%,0,180,0.0%,NoneType,0,False,,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
loaded_family_types,family_symbol.workset_id,180,180,100.0%,180,0,100.0%,int,138,False,8792,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
loaded_family_types,family_symbol.workset_name,180,180,100.0%,180,0,100.0%,str,138,False,Family  : Doors : ---,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,appearance_asset.id,343,343,100.0%,334,9,97.4%,NoneType;int,262,False,185714,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,appearance_asset.name,343,343,100.0%,334,9,97.4%,NoneType;str,263,False,GLASS (1),2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,appearance_asset.resolved,343,343,100.0%,343,0,100.0%,bool,2,False,True,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,material.class,343,343,100.0%,343,0,100.0%,str,33,False,Glass,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,material.id,343,343,100.0%,343,0,100.0%,int,279,False,1456927,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,material.name,343,343,100.0%,343,0,100.0%,str,272,False,GLASS,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,material.workset_id,343,343,100.0%,343,0,100.0%,int,1,False,10,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,material.workset_name,343,343,100.0%,343,0,100.0%,str,1,False,Materials,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,structural_asset.id,343,343,100.0%,52,291,15.2%,NoneType;int,44,False,179483,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,structural_asset.name,343,343,100.0%,52,291,15.2%,NoneType;str,39,False,Aluminum,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,structural_asset.resolved,343,343,100.0%,343,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,thermal_asset.id,343,343,100.0%,50,293,14.6%,NoneType;int,38,False,179484,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,thermal_asset.name,343,343,100.0%,50,293,14.6%,NoneType;str,33,False,Aluminum,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
materials,thermal_asset.resolved,343,343,100.0%,343,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
object_styles,category.is_subcategory,150,150,100.0%,150,0,100.0%,bool,2,False,False,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
object_styles,category.name,150,150,100.0%,150,0,100.0%,str,104,False,MEP Fabrication Ductwork,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
object_styles,category.parent_name,150,150,100.0%,123,27,82.0%,NoneType;str,10,False,MEP Fabrication Ductwork,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
object_styles,category.type,150,150,100.0%,150,0,100.0%,str,2,False,1,2025,2026-08-04T14:03:14.300203,2026-08-04T14:48:57.764674,3,probes_2025_20260804T140314-c44dde.json;probes_2025_20260804T144211-baf6e6.json;probes_2025_20260804T144857-a65442.json
