domain,item_key,source_layer,source_location,classification,eligible,canonical_item,exclusion_reason,candidate_for_sig_discovery,candidate_for_join_discovery,current_join_policy_role,current_sig_policy_role,current_policy_required,current_policy_optional,current_policy_excluded,observed_record_count,observed_ok_count,observed_missing_count,observed_unreadable_count
arrowheads,arrowhead.arrow_closed,identity,domains/arrowheads.py:180,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
arrowheads,arrowhead.arrow_style_display,identity,domains/arrowheads.py:504,display_alias,false,arrowhead.style,alias_of:arrowhead.style,false,false,,,false,false,false,0,0,0,0
arrowheads,arrowhead.arrow_style_raw_int,identity,domains/arrowheads.py:503,raw_alias,false,arrowhead.style,alias_of:arrowhead.style,false,false,,,false,false,false,0,0,0,0
arrowheads,arrowhead.fill_tick,identity,domains/arrowheads.py:179,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
arrowheads,arrowhead.heavy_end_pen_weight,identity,domains/arrowheads.py:193,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
arrowheads,arrowhead.name,identity,domains/arrowheads.py:668,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
arrowheads,arrowhead.record_class,phase2.unknown,domains/arrowheads.py:638,routing_metadata,false,,"Extractor-derived style bucket retained for partitioning and diagnostics, not definition identity",false,false,,,false,false,false,0,0,0,0
arrowheads,arrowhead.source_element_id,phase2.unknown,domains/arrowheads.py:633,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
arrowheads,arrowhead.source_unique_id,phase2.unknown,domains/arrowheads.py:634,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
arrowheads,arrowhead.style,identity,domains/arrowheads.py:163,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
arrowheads,arrowhead.tick_mark_centered,identity,domains/arrowheads.py:192,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
arrowheads,arrowhead.tick_size_in,identity,domains/arrowheads.py:164,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
arrowheads,arrowhead.width_angle_deg,identity,domains/arrowheads.py:178,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
browser_organization,bo.category,identity,domains/browser_organization.py:383,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
browser_organization,bo.family_name,identity,domains/browser_organization.py:387,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
browser_organization,bo.filter_has_value,identity,domains/browser_organization.py:386,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
browser_organization,bo.org_id,identity,domains/browser_organization.py:388,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
browser_organization,bo.sorting_order,identity,domains/browser_organization.py:384,semantic_candidate,true,,,true,true,optional,required,true,true,false,0,0,0,0
browser_organization,bo.sorting_parameter_id,identity,domains/browser_organization.py:385,semantic_candidate,true,,,true,true,optional,required,true,true,false,0,0,0,0
browser_organization,bo.unique_id,identity,domains/browser_organization.py:389,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
browser_organization,bo.workset_id,identity,domains/browser_organization.py:390,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
browser_organization,bo.workset_name,identity,domains/browser_organization.py:391,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
browser_organization,bo.workset_unique_id,identity,domains/browser_organization.py:392,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
ceiling_types,ct.coarse_fill_color_rgb,identity,domains/ceiling_types.py:177,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
ceiling_types,ct.coarse_fill_pattern_sig_hash,identity,domains/ceiling_types.py:173,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
ceiling_types,ct.layer_count,identity,domains/ceiling_types.py:128,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
ceiling_types,ct.stack_hash_function_only,identity,domains/ceiling_types.py:172,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
ceiling_types,ct.stack_hash_loose,identity,domains/ceiling_types.py:130,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
ceiling_types,ct.stack_hash_strict,identity,domains/ceiling_types.py:171,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
ceiling_types,ct.total_layer_rows,identity,domains/ceiling_types.py:170,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
ceiling_types,ct.total_thickness_in,identity,domains/ceiling_types.py:129,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
ceiling_types,ct.type_name,identity,domains/ceiling_types.py:127,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
dimension_types_angular,dim_type.accuracy,identity,domains/dimension_types.py:863,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.centerline_pattern_sig_hash,identity,domains/dimension_types.py:880,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.centerline_symbol_name,identity,domains/dimension_types.py:881,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.centerline_tick_mark_sig_hash,identity,domains/dimension_types.py:882,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.domain_family,phase2.coordination,domains/dimension_types.py:1005,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.equality_text,identity,domains/dimension_types.py:878,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.equality_witness_display,identity,domains/dimension_types.py:879,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.interior_tick_mark_display,identity,domains/dimension_types.py:884,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.interior_tick_mark_sig_hash,identity,domains/dimension_types.py:883,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.leader_tick_mark_sig_hash,identity,domains/dimension_types.py:871,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.leader_type,identity,domains/dimension_types.py:872,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.name,identity,domains/dimension_types.py:990,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
dimension_types_angular,dim_type.prefix,identity,domains/dimension_types.py:868,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.rounding,identity,domains/dimension_types.py:867,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.shape,identity,domains/dimension_types.py:862,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.show_leader_when_text_moves,identity,domains/dimension_types.py:873,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.source_element_id,phase2.unknown,domains/dimension_types.py:1017,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.source_unique_id,phase2.unknown,domains/dimension_types.py:1018,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.suffix,identity,domains/dimension_types.py:869,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.suppress_spaces,identity,domains/dimension_types.py:870,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.text_offset_in,identity,domains/dimension_types.py:885,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.tick_mark_line_weight,identity,domains/dimension_types.py:874,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.tick_mark_sig_hash,identity,domains/dimension_types.py:864,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.unit_format_id,identity,domains/dimension_types.py:866,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.witness_line_control,identity,domains/dimension_types.py:865,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_angular,dim_type.witness_line_extension_in,identity,domains/dimension_types.py:875,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.witness_line_gap_to_element_in,identity,domains/dimension_types.py:876,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_angular,dim_type.witness_line_length_in,identity,domains/dimension_types.py:877,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.accuracy,identity,domains/dimension_types.py:1624,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.center_mark_size,identity,domains/dimension_types.py:1627,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.center_marks,identity,domains/dimension_types.py:1626,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.diameter_symbol_location,identity,domains/dimension_types.py:1628,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.diameter_symbol_text,identity,domains/dimension_types.py:1629,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.domain_family,phase2.coordination,domains/dimension_types.py:1751,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.leader_tick_mark_sig_hash,identity,domains/dimension_types.py:1632,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.leader_type,identity,domains/dimension_types.py:1633,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.name,identity,domains/dimension_types.py:1736,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
dimension_types_diameter,dim_type.shape,identity,domains/dimension_types.py:1623,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.show_leader_when_text_moves,identity,domains/dimension_types.py:1634,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.source_element_id,phase2.unknown,domains/dimension_types.py:1763,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.source_unique_id,phase2.unknown,domains/dimension_types.py:1764,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.suppress_spaces,identity,domains/dimension_types.py:1631,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.text_offset_in,identity,domains/dimension_types.py:1636,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.tick_mark_line_weight,identity,domains/dimension_types.py:1635,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_diameter,dim_type.tick_mark_sig_hash,identity,domains/dimension_types.py:1625,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_diameter,dim_type.unit_format_id,identity,domains/dimension_types.py:1630,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.accuracy,identity,domains/dimension_types.py:417,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.centerline_pattern_sig_hash,identity,domains/dimension_types.py:435,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.centerline_symbol_name,identity,domains/dimension_types.py:436,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.centerline_tick_mark_sig_hash,identity,domains/dimension_types.py:437,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.dimension_string_type,identity,domains/dimension_types.py:441,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.domain_family,phase2.coordination,domains/dimension_types.py:577,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.equality_text,identity,domains/dimension_types.py:433,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.equality_witness_display,identity,domains/dimension_types.py:434,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.interior_tick_mark_display,identity,domains/dimension_types.py:439,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.interior_tick_mark_sig_hash,identity,domains/dimension_types.py:438,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.leader_tick_mark_sig_hash,identity,domains/dimension_types.py:425,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.leader_type,identity,domains/dimension_types.py:426,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.name,identity,domains/dimension_types.py:561,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
dimension_types_linear,dim_type.prefix,identity,domains/dimension_types.py:422,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.rounding,identity,domains/dimension_types.py:421,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.shape,identity,domains/dimension_types.py:416,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.show_leader_when_text_moves,identity,domains/dimension_types.py:427,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.show_opening_height,identity,domains/dimension_types.py:442,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.source_element_id,phase2.unknown,domains/dimension_types.py:590,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.source_unique_id,phase2.unknown,domains/dimension_types.py:591,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.suffix,identity,domains/dimension_types.py:423,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.suppress_spaces,identity,domains/dimension_types.py:424,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.text_offset_in,identity,domains/dimension_types.py:440,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.tick_mark_line_weight,identity,domains/dimension_types.py:428,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.tick_mark_sig_hash,identity,domains/dimension_types.py:418,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.unit_format_id,identity,domains/dimension_types.py:420,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.witness_line_control,identity,domains/dimension_types.py:419,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_linear,dim_type.witness_line_extension_in,identity,domains/dimension_types.py:429,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.witness_line_gap_to_element_in,identity,domains/dimension_types.py:430,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.witness_line_length_in,identity,domains/dimension_types.py:431,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_linear,dim_type.witness_line_tick_mark_sig_hash,identity,domains/dimension_types.py:432,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_radial,dim_type.accuracy,identity,domains/dimension_types.py:1251,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_radial,dim_type.center_mark_size,identity,domains/dimension_types.py:1254,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_radial,dim_type.center_marks,identity,domains/dimension_types.py:1253,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
dimension_types_radial,dim_type.domain_family,phase2.coordination,domains/dimension_types.py:1378,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
dimension_types_radial,dim_type.leader_tick_mark_sig_hash,identity,domains/dimension_types.py:1259,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
